Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
TI-CMP-14268,Paid Ads,Tier 2 City Customers,7.0,"Google, Instagram",17993.0,984.0,399.0,148.0,95312.0,1560.84,-0.59,Hindi,,Youth,28-05-2025
TI-CMP-14269,SEO,Premium Shoppers,22.0,"WhatsApp, Facebook, Instagram",28260.0,3954.0,,,364971.0,237.99,0.52,Tamil,,College Students,25-07-2024
TI-CMP-14270,Paid Ads,Tier 2 City Customers,25.0,Facebook,39163.0,1716.0,687.0,306.0,126990.0,384.54,0.08,Hindi,6.92,Premium Shoppers,08-01-2025
TI-CMP-14271,Social Media,Working Women,21.0,"Facebook, Instagram",12878.0,1469.0,517.0,255.0,133620.0,709.13,-0.26,Bengali,17.4,Youth,10-04-2025
TI-CMP-14272,Influencer,Premium Shoppers,12.0,"Facebook, YouTube",,10674.0,3607.0,2634.0,1943892.0,84.72,7.71,Tamil,17.21,Premium Shoppers,07-09-2024
TI-CMP-14273,Social Media,Tier 2 City Customers,11.0,"YouTube, Google",73686.0,6268.0,,821.0,,151.89,0.93,Hindi,11.8,Working Women,08-02-2025
TI-CMP-14274,Paid Ads,College Students,26.0,"WhatsApp, Instagram",15319.0,,403.0,255.0,123930.0,287.23,0.69,English,12.56,Tier 2 City Customers,15-05-2025
TI-CMP-14275,Social Media,Working Women,22.0,"Facebook, YouTube, Instagram",20420.0,2834.0,721.0,257.0,200974.0,981.88,-0.2,Bengali,18.67,Youth,10-10-2024
TI-CMP-14276,Social Media,Premium Shoppers,25.0,Facebook,87017.0,8423.0,3395.0,2451.0,1379913.0,70.97,6.93,English,16.4,Working Women,10-02-2025
,Email,Working Women,14.0,"Email, Facebook, Instagram",16733.0,1033.0,318.0,190.0,112670.0,1372.8,-0.57,Tamil,9.21,Tier 2 City Customers,23-07-2024
TI-CMP-14278,Paid Ads,Youth,11.0,"Email, YouTube",99858.0,13721.0,6633.0,5203.0,1170675.0,21.5,9.46,Bengali,25.59,Tier 2 City Customers,01-01-2025
TI-CMP-14279,SEO,Youth,27.0,Email,26109.0,3655.0,1882.0,1090.0,341170.0,200.93,0.56,Hindi,25.38,Tier 2 City Customers,03-11-2024
TI-CMP-14280,Social Media,College Students,10.0,"Google, YouTube, Facebook",86270.0,8799.0,2334.0,1337.0,351631.0,108.0,1.44,Bengali,14.45,Premium Shoppers,23-11-2024
TI-CMP-14281,Paid Ads,Tier 2 City Customers,19.0,"Facebook, WhatsApp",56929.0,3907.0,837.0,630.0,392490.0,324.87,,Hindi,9.44,College Students,24-08-2024
TI-CMP-14282,SEO,Youth,20.0,"Email, Google",70095.0,2122.0,1001.0,380.0,224580.0,716.44,-0.18,Hindi,5.0,Working Women,09-08-2024
TI-CMP-14283,Paid Ads,College Students,6.0,"Facebook, Email",23682.0,1659.0,479.0,228.0,58596.0,,-0.22,English,9.99,,23-09-2024
TI-CMP-14284,Influencer,Working Women,20.0,"YouTube, Instagram, Google",82412.0,12075.0,4558.0,3068.0,1487980.0,69.85,5.94,Tamil,23.91,Tier 2 City Customers,01-04-2025
TI-CMP-14285,Influencer,Tier 2 City Customers,7.0,"Facebook, Google, WhatsApp",41344.0,5364.0,1659.0,569.0,400007.0,255.35,1.75,,18.36,Premium Shoppers,20-12-2024
TI-CMP-14286,Social Media,Working Women,17.0,"Google, Email",17004.0,,,355.0,175370.0,803.97,-0.39,Tamil,18.64,College Students,03-09-2024
TI-CMP-14287,Paid Ads,Tier 2 City Customers,17.0,Google,67254.0,4118.0,1011.0,352.0,223872.0,180.68,2.52,Tamil,8.15,Working Women,19-05-2025
TI-CMP-14288,Influencer,Working Women,21.0,Google,58449.0,6287.0,2382.0,1502.0,495660.0,186.63,0.77,Bengali,17.4,Working Women,12-02-2025
TI-CMP-14289,Influencer,Premium Shoppers,30.0,"Facebook, Instagram",52850.0,5980.0,2107.0,973.0,218925.0,202.91,0.11,Bengali,17.14,Premium Shoppers,11-04-2025
,SEO,Working Women,,Facebook,89189.0,5614.0,3304.0,2038.0,1453094.0,144.91,3.92,Hindi,,Working Women,25-04-2025
TI-CMP-14291,,Premium Shoppers,11.0,"Email, Instagram",12144.0,1648.0,457.0,299.0,101959.0,221.58,0.54,Hindi,19.8,Working Women,02-06-2025
TI-CMP-14292,Influencer,Working Women,24.0,"Google, WhatsApp, Email",54251.0,3344.0,944.0,721.0,267491.0,,-0.03,Bengali,9.23,Youth,02-04-2025
TI-CMP-14293,Influencer,Youth,28.0,"Facebook, WhatsApp",65188.0,3572.0,1105.0,864.0,355104.0,206.05,0.99,Hindi,8.5,Working Women,13-09-2024
TI-CMP-14294,Influencer,Premium Shoppers,18.0,Instagram,67157.0,3100.0,1388.0,896.0,420224.0,101.9,3.6,Tamil,8.02,,28-10-2024
TI-CMP-14295,Social Media,Youth,25.0,"Instagram, Email",96235.0,6332.0,3141.0,1038.0,370566.0,95.52,2.74,,10.92,Youth,18-12-2024
TI-CMP-14296,Paid Ads,College Students,5.0,"Email, YouTube, Google",47685.0,2911.0,689.0,,121344.0,1083.45,-0.56,Hindi,8.09,Premium Shoppers,03-10-2024
TI-CMP-14297,Paid Ads,Tier 2 City Customers,12.0,"Google, WhatsApp",78227.0,5354.0,2073.0,623.0,336420.0,391.44,0.38,Hindi,10.29,Working Women,19-04-2025
TI-CMP-14298,Social Media,Tier 2 City Customers,11.0,"Instagram, Email",76687.0,7400.0,1997.0,864.0,596160.0,306.35,1.25,English,13.38,Tier 2 City Customers,02-09-2024
TI-CMP-14299,Social Media,Tier 2 City Customers,30.0,Facebook,40573.0,4653.0,1529.0,924.0,,94.57,6.28,Hindi,17.51,,11-11-2024
TI-CMP-14300,Paid Ads,College Students,25.0,,72077.0,8199.0,3381.0,2592.0,635040.0,72.2,2.39,Tamil,19.66,Youth,24-03-2025
TI-CMP-14301,Email,Premium Shoppers,25.0,"WhatsApp, Instagram, Google",23691.0,1495.0,487.0,286.0,163592.0,976.84,-0.41,Bengali,9.57,Tier 2 City Customers,09-01-2025
TI-CMP-14302,Email,Working Women,23.0,"YouTube, Facebook, Instagram",71336.0,7990.0,3762.0,1739.0,775594.0,119.63,2.73,Bengali,18.91,Working Women,18-11-2024
TI-CMP-14303,Email,Tier 2 City Customers,17.0,"Facebook, Instagram",36685.0,2418.0,1427.0,911.0,386264.0,111.07,2.82,Bengali,12.96,College Students,01-12-2024
TI-CMP-14304,Social Media,Tier 2 City Customers,13.0,YouTube,40492.0,2779.0,810.0,270.0,125280.0,757.25,-0.39,Hindi,9.53,Premium Shoppers,25-08-2024
TI-CMP-14305,SEO,College Students,6.0,"Google, YouTube",24653.0,2860.0,1097.0,415.0,137780.0,414.6,-0.2,English,17.73,Premium Shoppers,27-10-2024
TI-CMP-14306,Email,Youth,24.0,YouTube,50731.0,7488.0,2349.0,772.0,,299.83,1.39,Hindi,20.91,Youth,14-03-2025
TI-CMP-14307,Email,Youth,12.0,"YouTube, Facebook, Email",77474.0,3439.0,800.0,405.0,249885.0,722.8,-0.15,Hindi,5.99,,27-11-2024
TI-CMP-14308,Paid Ads,Premium Shoppers,10.0,"WhatsApp, Email, Facebook",20626.0,665.0,354.0,128.0,82176.0,2154.34,-0.7,Bengali,5.56,,15-07-2024
TI-CMP-14309,Social Media,College Students,6.0,Facebook,21574.0,1616.0,401.0,267.0,105465.0,246.41,0.6,Tamil,10.59,Working Women,23-04-2025
TI-CMP-14310,SEO,Youth,25.0,"YouTube, Facebook",42191.0,6139.0,1320.0,761.0,252652.0,78.92,3.21,Bengali,19.48,College Students,31-12-2024
TI-CMP-14311,SEO,Youth,16.0,"Email, Instagram, Google",66516.0,6053.0,2424.0,1374.0,954930.0,54.12,11.84,Hindi,14.81,Youth,06-01-2025
TI-CMP-14312,Paid Ads,Youth,22.0,,26093.0,1124.0,626.0,336.0,231168.0,730.0,-0.06,Tamil,7.99,Premium Shoppers,30-09-2024
TI-CMP-14313,SEO,Youth,29.0,"Facebook, Instagram, Google",80623.0,7520.0,3769.0,1900.0,1314800.0,132.99,4.2,English,16.36,Youth,20-12-2024
TI-CMP-14314,SEO,Premium Shoppers,,"YouTube, WhatsApp, Facebook",30129.0,3177.0,1350.0,429.0,188760.0,610.97,-0.28,Tamil,16.45,Youth,26-01-2025
TI-CMP-14315,Influencer,College Students,22.0,"YouTube, WhatsApp",34335.0,3356.0,1253.0,760.0,212040.0,346.84,-0.2,Tamil,15.64,College Students,16-09-2024
TI-CMP-14316,Email,Premium Shoppers,14.0,"Email, WhatsApp",88387.0,12292.0,6527.0,2720.0,2091680.0,25.72,28.89,English,24.37,Working Women,12-07-2024
TI-CMP-14317,Paid Ads,Tier 2 City Customers,11.0,"YouTube, Instagram",44857.0,2683.0,1129.0,423.0,98982.0,518.25,-0.55,English,9.44,Premium Shoppers,19-12-2024
TI-CMP-14318,Paid Ads,Youth,16.0,"Facebook, WhatsApp",43564.0,3547.0,1848.0,939.0,,253.07,1.43,English,14.54,Tier 2 City Customers,22-01-2025
TI-CMP-14319,Influencer,Working Women,19.0,"Facebook, Google",56609.0,3935.0,1368.0,631.0,339478.0,234.46,1.29,Hindi,10.48,Premium Shoppers,21-03-2025
TI-CMP-14320,Paid Ads,Working Women,25.0,"YouTube, Instagram, Facebook",94602.0,2010.0,1201.0,658.0,,175.19,2.7,Tamil,4.09,College Students,03-05-2025
TI-CMP-14321,Email,College Students,,"WhatsApp, Email, Facebook",58585.0,2168.0,644.0,361.0,75088.0,719.57,-0.71,Hindi,5.42,College Students,29-05-2025
TI-CMP-14322,SEO,College Students,6.0,WhatsApp,19769.0,665.0,340.0,258.0,136224.0,425.84,0.24,Bengali,6.39,College Students,29-05-2025
TI-CMP-14323,Email,Premium Shoppers,8.0,"Google, YouTube",34324.0,4521.0,1438.0,776.0,253752.0,122.57,1.67,Bengali,19.62,College Students,25-05-2025
TI-CMP-14324,,College Students,5.0,"WhatsApp, YouTube, Email",49134.0,2361.0,644.0,318.0,143736.0,,0.76,English,6.76,Working Women,23-06-2025
TI-CMP-14325,SEO,College Students,13.0,"Facebook, WhatsApp",56663.0,3016.0,1654.0,854.0,491050.0,199.33,1.88,Tamil,,Premium Shoppers,27-10-2024
TI-CMP-14326,SEO,Premium Shoppers,8.0,"YouTube, Email",75270.0,3013.0,739.0,298.0,112644.0,308.56,0.23,Bengali,5.38,Premium Shoppers,28-10-2024
TI-CMP-14327,Social Media,Youth,14.0,,19746.0,2027.0,806.0,349.0,99465.0,310.87,-0.08,Bengali,16.11,College Students,03-02-2025
TI-CMP-14328,Paid Ads,Premium Shoppers,19.0,"Email, Facebook",14084.0,714.0,421.0,311.0,99520.0,719.62,-0.56,Tamil,10.27,Premium Shoppers,20-04-2025
,Email,Working Women,29.0,WhatsApp,97679.0,7869.0,1624.0,827.0,197653.0,230.69,0.04,Hindi,10.57,Working Women,
TI-CMP-14330,SEO,College Students,24.0,"Instagram, Email",33779.0,3856.0,1760.0,592.0,362896.0,314.71,0.95,English,18.38,Working Women,31-08-2024
TI-CMP-14331,Influencer,Working Women,14.0,"WhatsApp, Google, Instagram",43806.0,1151.0,601.0,395.0,265045.0,416.17,0.61,English,4.9,Tier 2 City Customers,04-07-2024
TI-CMP-14332,Social Media,Youth,26.0,Google,16819.0,1493.0,634.0,481.0,339586.0,496.4,0.42,Bengali,15.51,Youth,10-04-2025
TI-CMP-14333,Email,Tier 2 City Customers,13.0,"Facebook, WhatsApp",37207.0,,282.0,127.0,53721.0,1966.32,-0.78,Bengali,3.56,Tier 2 City Customers,07-12-2024
TI-CMP-14334,Email,Tier 2 City Customers,26.0,"YouTube, Facebook",48724.0,5319.0,2591.0,1343.0,,39.91,9.07,Tamil,18.99,Premium Shoppers,01-10-2024
TI-CMP-14335,SEO,Tier 2 City Customers,16.0,YouTube,15873.0,1730.0,475.0,362.0,,275.41,0.59,English,16.17,College Students,05-06-2025
TI-CMP-14336,Influencer,Working Women,13.0,Google,96670.0,6154.0,3579.0,1630.0,994300.0,105.94,,Hindi,11.75,Working Women,13-11-2024
TI-CMP-14337,Paid Ads,Premium Shoppers,19.0,"Facebook, Email",73362.0,7863.0,3787.0,1725.0,498525.0,45.32,5.38,English,18.23,Premium Shoppers,10-09-2024
TI-CMP-14338,Influencer,Working Women,27.0,"Facebook, Google, YouTube",57974.0,5891.0,2326.0,1246.0,860986.0,,4.75,Bengali,16.32,Youth,10-10-2024
TI-CMP-14339,Influencer,Working Women,9.0,"Google, WhatsApp",76166.0,10502.0,5096.0,3677.0,1787022.0,76.25,5.37,Tamil,25.31,Tier 2 City Customers,20-06-2025
TI-CMP-14340,Influencer,College Students,8.0,WhatsApp,97568.0,14065.0,8324.0,5754.0,1300404.0,22.66,8.97,Tamil,,Premium Shoppers,13-06-2025
TI-CMP-14341,Paid Ads,Youth,5.0,"Facebook, Email",44332.0,3420.0,1405.0,748.0,397936.0,378.25,0.41,English,12.57,Youth,02-04-2025
TI-CMP-14342,Influencer,Premium Shoppers,28.0,YouTube,37238.0,3601.0,2144.0,,523190.0,61.96,8.12,English,17.91,Youth,09-08-2024
TI-CMP-14343,Email,Premium Shoppers,30.0,"Facebook, Email",41870.0,4555.0,1911.0,930.0,732840.0,74.42,9.59,Hindi,17.66,Youth,18-12-2024
TI-CMP-14344,Social Media,College Students,21.0,YouTube,63011.0,6230.0,,2266.0,1617924.0,32.69,20.84,,19.07,Tier 2 City Customers,18-09-2024
TI-CMP-14345,Influencer,Youth,,Google,88531.0,5196.0,2690.0,862.0,214638.0,199.43,0.25,English,9.88,College Students,19-03-2025
TI-CMP-14346,Influencer,Premium Shoppers,6.0,"Email, YouTube, Instagram",,1904.0,592.0,178.0,56960.0,831.11,-0.61,Bengali,10.65,College Students,18-04-2025
TI-CMP-14347,Email,Youth,11.0,Email,36555.0,1636.0,,444.0,138972.0,435.53,-0.28,Tamil,7.3,Working Women,17-02-2025
TI-CMP-14348,SEO,College Students,23.0,"WhatsApp, Facebook, Email",,2133.0,604.0,300.0,93600.0,706.05,-0.56,English,,Working Women,09-10-2024
,Email,Working Women,7.0,"Google, YouTube, Email",46833.0,6979.0,3365.0,1788.0,371904.0,,5.02,Tamil,25.9,Premium Shoppers,03-07-2024
TI-CMP-14350,Paid Ads,Youth,12.0,Email,46699.0,4339.0,1491.0,459.0,188190.0,365.66,0.12,Hindi,13.47,Working Women,09-02-2025
TI-CMP-14351,Paid Ads,Tier 2 City Customers,18.0,"Email, Google, Facebook",56750.0,4303.0,995.0,577.0,393514.0,332.25,1.05,Tamil,10.35,College Students,21-04-2025
TI-CMP-14352,Paid Ads,Tier 2 City Customers,16.0,"Google, Instagram, YouTube",85066.0,8357.0,2998.0,1445.0,1119875.0,101.7,6.62,Tamil,,Working Women,06-08-2024
TI-CMP-14353,SEO,Tier 2 City Customers,29.0,"Facebook, Instagram, YouTube",29317.0,3776.0,1493.0,925.0,451400.0,250.16,0.95,Tamil,21.13,Youth,06-11-2024
TI-CMP-14354,Paid Ads,Working Women,8.0,Google,14739.0,758.0,181.0,105.0,34755.0,750.46,-0.56,Bengali,7.08,Working Women,06-10-2024
TI-CMP-14355,,Tier 2 City Customers,6.0,"Facebook, Google",54580.0,4330.0,1082.0,771.0,455661.0,284.46,1.08,English,11.33,,03-02-2025
TI-CMP-14356,Social Media,Premium Shoppers,15.0,"Instagram, Facebook",81542.0,10014.0,5801.0,3138.0,2224842.0,85.02,7.34,English,23.24,Tier 2 City Customers,07-06-2025
TI-CMP-14357,SEO,,23.0,WhatsApp,87572.0,11997.0,5171.0,2368.0,786176.0,124.02,,Tamil,22.31,,06-01-2025
TI-CMP-14358,Social Media,Tier 2 City Customers,25.0,,49473.0,4901.0,1189.0,522.0,,,1.02,Tamil,13.36,Tier 2 City Customers,22-01-2025
TI-CMP-14359,Social Media,Working Women,26.0,"Google, Facebook, WhatsApp",10366.0,350.0,143.0,70.0,30870.0,3803.19,-0.88,Bengali,5.43,Premium Shoppers,02-05-2025
TI-CMP-14360,Email,Working Women,22.0,"Facebook, Email",68460.0,9815.0,4354.0,1419.0,780450.0,144.83,2.8,Tamil,22.77,Working Women,23-11-2024
TI-CMP-14361,Social Media,Tier 2 City Customers,27.0,"Instagram, Google, Email",70087.0,8507.0,4467.0,2856.0,1393728.0,104.19,3.68,Tamil,,Tier 2 City Customers,
,Influencer,College Students,18.0,Email,25710.0,3752.0,1276.0,923.0,468884.0,242.39,1.1,Tamil,23.15,College Students,23-12-2024
,SEO,,9.0,"WhatsApp, Instagram, Email",99630.0,8884.0,2679.0,869.0,208560.0,158.67,0.51,Hindi,12.48,,17-11-2024
TI-CMP-14364,Email,Youth,30.0,Email,82106.0,9546.0,2821.0,914.0,724802.0,271.69,1.92,,16.18,Premium Shoppers,05-08-2024
TI-CMP-14365,Email,Tier 2 City Customers,7.0,"Instagram, WhatsApp, Email",21407.0,2360.0,720.0,383.0,84643.0,145.36,0.52,Hindi,16.18,Working Women,10-05-2025
TI-CMP-14366,Paid Ads,Working Women,7.0,"Email, Google",76072.0,4622.0,2739.0,1444.0,722000.0,153.41,2.26,Hindi,11.57,Youth,04-10-2024
TI-CMP-14367,SEO,Premium Shoppers,5.0,"YouTube, Email",80277.0,10472.0,2686.0,897.0,347139.0,145.14,1.67,Tamil,17.51,Working Women,
TI-CMP-14368,Social Media,,26.0,"Google, Instagram, WhatsApp",62817.0,5556.0,1750.0,1364.0,291896.0,121.46,0.76,Hindi,13.8,,19-03-2025
TI-CMP-14369,Social Media,College Students,24.0,"Google, YouTube, Email",28544.0,2479.0,818.0,616.0,427504.0,233.54,1.97,English,13.71,College Students,27-04-2025
TI-CMP-14370,SEO,Working Women,25.0,"Google, Facebook, Instagram",95149.0,7209.0,3354.0,,254255.0,133.89,0.58,Bengali,12.37,Tier 2 City Customers,07-11-2024
TI-CMP-14371,Paid Ads,Youth,29.0,"Instagram, Facebook, Email",28128.0,1514.0,713.0,221.0,88842.0,820.36,-0.51,Hindi,8.7,Premium Shoppers,19-02-2025
TI-CMP-14372,Influencer,Working Women,,"Google, Instagram",96796.0,13003.0,5855.0,4050.0,3227850.0,69.56,10.46,Tamil,23.67,Youth,30-07-2024
TI-CMP-14373,Paid Ads,Youth,29.0,"WhatsApp, Instagram",29719.0,750.0,409.0,291.0,132405.0,696.07,-0.35,Bengali,4.88,College Students,23-03-2025
TI-CMP-14374,Email,Youth,,"Email, Google",99557.0,9866.0,4950.0,1536.0,1178112.0,104.33,6.35,English,16.42,College Students,22-07-2024
TI-CMP-14375,Paid Ads,Youth,28.0,"WhatsApp, Google, YouTube",96952.0,9053.0,4659.0,3196.0,1332732.0,25.41,15.41,English,17.44,Youth,05-11-2024
TI-CMP-14376,Email,Youth,27.0,"Google, Instagram",81253.0,10366.0,2763.0,1010.0,454500.0,163.73,1.75,English,17.4,Youth,08-02-2025
TI-CMP-14377,Email,College Students,13.0,"Email, YouTube",69589.0,5413.0,2380.0,1085.0,271250.0,79.41,2.15,Hindi,12.76,Premium Shoppers,21-10-2024
TI-CMP-14378,Influencer,College Students,24.0,"WhatsApp, Instagram, Facebook",76708.0,2454.0,821.0,515.0,255440.0,330.68,0.5,Hindi,4.94,Working Women,11-07-2024
,Social Media,Working Women,26.0,Email,50697.0,,1102.0,654.0,156306.0,279.59,,Tamil,9.38,Tier 2 City Customers,27-08-2024
TI-CMP-14380,SEO,College Students,9.0,"Instagram, Facebook",88707.0,3618.0,1569.0,884.0,617032.0,,2.34,Tamil,6.84,College Students,05-11-2024
TI-CMP-14381,Paid Ads,Working Women,23.0,YouTube,13136.0,1244.0,721.0,421.0,207974.0,131.44,2.76,Bengali,18.16,Tier 2 City Customers,22-09-2024
TI-CMP-14382,Influencer,Tier 2 City Customers,25.0,"WhatsApp, Email",54414.0,6137.0,,2326.0,1295582.0,125.08,3.45,Bengali,21.78,Premium Shoppers,23-10-2024
TI-CMP-14383,Social Media,College Students,24.0,"Google, Facebook, Instagram",82413.0,8783.0,2169.0,,556529.0,131.1,1.46,Bengali,15.38,Youth,30-09-2024
TI-CMP-14384,SEO,Premium Shoppers,26.0,Email,97699.0,8855.0,1964.0,990.0,658350.0,86.22,6.71,Bengali,12.09,Tier 2 City Customers,05-02-2025
TI-CMP-14385,SEO,Premium Shoppers,23.0,Instagram,78129.0,4829.0,2336.0,1293.0,585729.0,83.97,4.4,Bengali,10.83,Tier 2 City Customers,25-11-2024
TI-CMP-14386,Social Media,Premium Shoppers,12.0,"Email, Instagram",22957.0,823.0,426.0,245.0,77910.0,944.96,-0.66,Tamil,6.51,Tier 2 City Customers,25-05-2025
TI-CMP-14387,Paid Ads,Youth,22.0,"Google, Facebook",79302.0,7930.0,2726.0,2087.0,1033065.0,124.51,2.98,Tamil,16.07,College Students,07-04-2025
TI-CMP-14388,SEO,College Students,,"Email, WhatsApp, Instagram",13107.0,1080.0,379.0,267.0,128694.0,1022.44,-0.53,English,13.17,,28-12-2024
TI-CMP-14389,Influencer,Working Women,30.0,"Facebook, Google, Email",63918.0,1815.0,905.0,551.0,298642.0,,1.44,English,5.12,Premium Shoppers,21-09-2024
TI-CMP-14390,Paid Ads,College Students,17.0,"Instagram, Facebook",77815.0,,1306.0,622.0,,224.27,1.95,Bengali,10.49,Premium Shoppers,20-04-2025
TI-CMP-14391,SEO,College Students,12.0,WhatsApp,99934.0,10749.0,2220.0,1382.0,710348.0,209.41,1.45,Hindi,14.36,College Students,17-02-2025
TI-CMP-14392,Influencer,College Students,19.0,"YouTube, Instagram, Email",44150.0,4645.0,1004.0,765.0,227205.0,169.44,0.75,Hindi,14.53,Working Women,15-10-2024
TI-CMP-14393,SEO,Tier 2 City Customers,,"Email, Google",42458.0,1655.0,783.0,529.0,258681.0,525.77,-0.07,Bengali,6.99,College Students,03-07-2024
TI-CMP-14394,Paid Ads,Tier 2 City Customers,28.0,"Google, Instagram",31077.0,2772.0,910.0,565.0,397760.0,109.8,5.41,Tamil,13.67,Premium Shoppers,18-12-2024
TI-CMP-14395,SEO,College Students,23.0,YouTube,37999.0,5313.0,1129.0,491.0,103601.0,315.93,-0.33,Tamil,18.25,Tier 2 City Customers,10-02-2025
TI-CMP-14396,Paid Ads,Tier 2 City Customers,,"Instagram, YouTube",91624.0,4457.0,,987.0,789600.0,286.74,1.79,Hindi,7.34,Youth,30-12-2024
TI-CMP-14397,Email,Youth,20.0,"WhatsApp, Facebook, Google",32855.0,3216.0,687.0,,305442.0,397.77,0.8,Hindi,13.18,,09-08-2024
TI-CMP-14398,Email,Working Women,25.0,"Facebook, YouTube",12407.0,969.0,508.0,258.0,,343.52,0.57,Hindi,13.98,College Students,13-08-2024
TI-CMP-14399,Social Media,College Students,26.0,"YouTube, Facebook, WhatsApp",61121.0,3995.0,,396.0,191664.0,376.84,,Bengali,8.78,Youth,08-11-2024
TI-CMP-14400,SEO,College Students,12.0,"Email, Google, WhatsApp",17572.0,749.0,283.0,220.0,171380.0,1155.68,-0.33,Tamil,7.12,Premium Shoppers,06-03-2025
TI-CMP-14401,SEO,Tier 2 City Customers,20.0,WhatsApp,75514.0,10991.0,2467.0,1276.0,344520.0,50.62,4.33,Tamil,19.51,Working Women,15-08-2024
TI-CMP-14402,Paid Ads,Working Women,21.0,"WhatsApp, Email",56707.0,8103.0,4170.0,2880.0,1978560.0,56.2,11.22,,,Tier 2 City Customers,08-07-2024
,Paid Ads,Tier 2 City Customers,27.0,,70175.0,10074.0,5781.0,3776.0,1329152.0,23.69,13.86,Tamil,27.97,Working Women,
TI-CMP-14404,Paid Ads,Youth,27.0,"Google, Instagram, Facebook",16779.0,2098.0,503.0,,89700.0,,-0.34,Hindi,,Premium Shoppers,26-12-2024
TI-CMP-14405,SEO,College Students,28.0,Facebook,71617.0,9255.0,2600.0,1130.0,398890.0,91.49,,English,18.13,Premium Shoppers,26-10-2024
TI-CMP-14406,Influencer,College Students,18.0,,44137.0,2977.0,951.0,311.0,211480.0,907.82,-0.25,Bengali,9.6,Working Women,29-01-2025
TI-CMP-14407,Paid Ads,Premium Shoppers,16.0,"WhatsApp, Google",43977.0,,3087.0,1738.0,484902.0,52.26,4.34,Bengali,24.22,Tier 2 City Customers,05-12-2024
TI-CMP-14408,Influencer,Youth,25.0,"Email, YouTube, Facebook",91691.0,10192.0,3440.0,1834.0,674912.0,141.45,1.6,Bengali,,Premium Shoppers,15-10-2024
TI-CMP-14409,Email,Premium Shoppers,20.0,"YouTube, Email, Facebook",75578.0,3920.0,2063.0,928.0,628256.0,237.46,1.85,Bengali,9.14,College Students,12-09-2024
TI-CMP-14410,SEO,Tier 2 City Customers,15.0,YouTube,86773.0,12089.0,5078.0,3367.0,1441076.0,52.72,7.12,Tamil,23.66,Working Women,13-08-2024
TI-CMP-14411,SEO,Youth,11.0,"Instagram, YouTube",44795.0,5030.0,1668.0,982.0,296564.0,228.73,0.32,Bengali,17.14,Youth,17-05-2025
TI-CMP-14412,Influencer,Youth,25.0,"YouTube, Google",97948.0,10829.0,2829.0,,972392.0,148.39,4.31,Hindi,15.2,College Students,27-11-2024
TI-CMP-14413,Paid Ads,Working Women,21.0,Instagram,97014.0,3830.0,2065.0,1026.0,262656.0,192.15,0.33,Hindi,,Tier 2 City Customers,20-08-2024
TI-CMP-14414,Paid Ads,Youth,12.0,"Facebook, Google",,10127.0,2660.0,1117.0,480310.0,63.39,5.78,Tamil,14.69,Premium Shoppers,13-07-2024
TI-CMP-14415,Influencer,Premium Shoppers,23.0,Google,20108.0,2466.0,1437.0,1074.0,,187.75,0.86,Tamil,24.75,College Students,22-10-2024
TI-CMP-14416,SEO,Tier 2 City Customers,6.0,"Facebook, YouTube, Google",54781.0,6643.0,2161.0,1530.0,,190.79,,Tamil,18.86,College Students,26-09-2024
TI-CMP-14417,Social Media,Premium Shoppers,20.0,"YouTube, Facebook, Instagram",74589.0,4021.0,2387.0,1279.0,925996.0,99.96,6.24,Hindi,10.31,Working Women,27-10-2024
,Email,Youth,9.0,"WhatsApp, Facebook",20597.0,1473.0,310.0,189.0,100926.0,1437.3,-0.63,English,9.57,Tier 2 City Customers,02-05-2025
TI-CMP-14419,Paid Ads,Premium Shoppers,6.0,"YouTube, Email",,3596.0,2116.0,642.0,390336.0,163.53,2.72,English,10.15,Tier 2 City Customers,22-03-2025
TI-CMP-14420,SEO,Tier 2 City Customers,14.0,Google,82776.0,8550.0,4685.0,2254.0,719026.0,54.63,4.84,Hindi,18.71,College Students,15-06-2025
TI-CMP-14421,Paid Ads,Tier 2 City Customers,10.0,"YouTube, Facebook, Email",23713.0,3170.0,1071.0,667.0,268134.0,296.07,0.36,English,20.7,Tier 2 City Customers,25-10-2024
TI-CMP-14422,Influencer,Premium Shoppers,30.0,"YouTube, Google",88578.0,7095.0,1694.0,730.0,571590.0,140.58,4.57,Tamil,10.75,,27-02-2025
,Email,Working Women,27.0,"Facebook, Email",91707.0,4209.0,2210.0,703.0,308617.0,272.75,0.61,Bengali,7.77,Youth,29-04-2025
TI-CMP-14424,SEO,Youth,11.0,"Facebook, WhatsApp",85557.0,3542.0,1385.0,948.0,411432.0,117.9,2.68,Tamil,6.87,College Students,12-05-2025
TI-CMP-14425,Email,Working Women,7.0,"WhatsApp, YouTube, Email",34503.0,3258.0,1387.0,496.0,200384.0,496.34,-0.19,Bengali,14.9,Working Women,14-10-2024
TI-CMP-14426,Email,Premium Shoppers,,"Facebook, Instagram",21296.0,2924.0,598.0,234.0,75582.0,448.13,-0.28,English,17.64,College Students,02-04-2025
TI-CMP-14427,,Premium Shoppers,26.0,"Facebook, YouTube, Google",33723.0,4266.0,1363.0,871.0,325754.0,104.35,2.58,Hindi,19.27,Tier 2 City Customers,17-04-2025
