Campaign_ID,Campaign_Type,Target_Audience,Duration,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date,Profit_Flag,Email,Facebook,Google,Instagram,WhatsApp,YouTube
NY-CMP-47313,Social Media,Premium Shoppers,13.0,10857.0,973.0,568.0,310.0,94240.0,225.61,41671.19808519126,English,17.05,College Students,2024-09-17,1,1,0,0,0,0,0
NY-CMP-47314,Email,Working Women,15.0,16624.0,362.0,96.0,48.0,30624.0,1225.56,2398.776069715069,Bengali,3.04,Premium Shoppers,2025-04-25,0,0,0,0,1,0,0
NY-CMP-47317,Email,Working Women,14.0,49996.0,2502.0,803.0,639.0,194256.0,282.38,68692.40739429138,Hindi,7.89,Youth,2024-10-07,1,0,0,0,0,0,1
NY-CMP-47319,Paid Ads,Youth,27.0,57656.0,5456.0,1593.0,1050.0,728700.0,137.44,530094.9941792783,English,14.05,Premium Shoppers,2025-04-08,1,1,0,0,0,0,0
NY-CMP-47321,Email,Premium Shoppers,28.0,86484.0,3797.0,1967.0,739.0,486262.0,135.9,357708.6828550404,English,7.52,Premium Shoppers,2025-05-10,1,1,1,0,0,0,1
NY-CMP-47324,Email,Premium Shoppers,5.0,53135.0,5260.0,2878.0,2213.0,1124204.0,61.43,1829956.9754191765,Tamil,19.48,Working Women,2024-10-30,1,1,0,1,0,0,0
NY-CMP-47326,Paid Ads,Youth,11.0,96963.0,14150.0,3764.0,2214.0,1153494.0,132.0,873759.0909090909,Tamil,20.76,Youth,2024-09-07,1,0,1,0,0,0,1
NY-CMP-47328,Email,Tier 2 City Customers,30.0,30405.0,3368.0,978.0,366.0,262788.0,189.35,138684.26194877212,Hindi,15.5,Premium Shoppers,2025-05-14,1,0,0,0,1,1,1
NY-CMP-47330,Social Media,Tier 2 City Customers,25.0,28695.0,1738.0,642.0,222.0,138306.0,256.11,53902.57701768771,Tamil,9.07,Premium Shoppers,2024-07-02,1,0,0,1,0,0,0
NY-CMP-47332,Email,Working Women,22.0,34493.0,1792.0,1051.0,346.0,247736.0,658.55,37518.404069546734,Tamil,9.25,Youth,2025-03-25,1,0,0,0,0,0,1
NY-CMP-47333,Influencer,Tier 2 City Customers,28.0,65195.0,4172.0,2410.0,1659.0,990423.0,134.88,734199.3772241992,English,12.64,Tier 2 City Customers,2025-01-09,1,0,1,0,1,0,0
NY-CMP-47335,Influencer,Youth,21.0,14218.0,1027.0,436.0,257.0,97146.0,525.94,18370.928242765334,Tamil,12.1,Tier 2 City Customers,2024-12-28,0,1,0,0,0,1,0
NY-CMP-47336,SEO,Youth,28.0,98160.0,8708.0,2163.0,782.0,482494.0,100.95,477853.4422981674,Hindi,11.87,Youth,2024-10-31,1,1,1,0,1,0,0
NY-CMP-47338,SEO,Working Women,5.0,46526.0,3280.0,1260.0,656.0,465104.0,295.29,157407.53496562698,Bengali,11.17,Tier 2 City Customers,2025-03-25,1,0,1,0,0,1,0
NY-CMP-47341,SEO,Premium Shoppers,17.0,26634.0,1193.0,594.0,405.0,110970.0,250.01,44286.224551017964,Bengali,8.23,College Students,2024-07-10,1,0,1,1,0,0,0
NY-CMP-47345,Email,Premium Shoppers,7.0,44018.0,3771.0,982.0,456.0,178296.0,397.75,44726.14707730987,English,11.83,Premium Shoppers,2024-08-19,0,0,0,0,0,0,1
NY-CMP-47351,Influencer,College Students,21.0,98849.0,5509.0,1773.0,1167.0,296418.0,139.52,212355.56192660547,Hindi,8.55,College Students,2024-12-10,1,0,0,1,0,1,0
NY-CMP-47353,Email,Premium Shoppers,13.0,26567.0,3162.0,833.0,587.0,321676.0,226.96,141632.46387028552,Tamil,17.25,Working Women,2024-08-31,1,0,0,0,0,0,1
NY-CMP-47354,Email,Youth,9.0,66817.0,7274.0,3345.0,1064.0,399000.0,101.54,392848.59168800473,Bengali,17.49,College Students,2025-02-16,1,0,0,0,1,1,0
NY-CMP-47355,Influencer,Tier 2 City Customers,6.0,75725.0,8220.0,4219.0,3198.0,805896.0,89.71,898234.6338200871,Hindi,20.65,Youth,2025-03-16,1,0,0,0,0,1,1
NY-CMP-47356,Email,College Students,28.0,24506.0,2216.0,1137.0,385.0,98945.0,515.13,19107.77279521674,Bengali,15.25,Tier 2 City Customers,2024-09-18,0,1,1,1,0,0,0
NY-CMP-47357,Email,College Students,26.0,63682.0,4189.0,1029.0,315.0,97650.0,917.86,10538.877388708517,Tamil,8.69,College Students,2024-10-10,0,1,1,0,0,1,0
NY-CMP-47359,Email,Working Women,7.0,94553.0,4353.0,1041.0,431.0,310751.0,311.91,99528.41845404122,English,6.16,Tier 2 City Customers,2025-02-06,1,1,0,1,0,0,0
NY-CMP-47360,Paid Ads,Working Women,27.0,69695.0,7801.0,2906.0,955.0,326610.0,143.31,227804.54259995813,Tamil,16.73,Working Women,2024-07-03,1,1,0,1,0,0,0
NY-CMP-47363,Social Media,Premium Shoppers,26.0,61974.0,4907.0,2932.0,2035.0,1406185.0,140.24,1002598.9446662863,Hindi,15.93,Tier 2 City Customers,2025-04-25,1,0,1,1,0,0,1
NY-CMP-47364,Email,Working Women,25.0,18600.0,421.0,157.0,108.0,26460.0,825.94,3103.622539167494,Hindi,3.69,College Students,2024-07-26,0,1,0,0,0,1,1
NY-CMP-47366,Social Media,Youth,21.0,81235.0,4815.0,2116.0,1126.0,686860.0,114.63,599097.417778941,Bengali,9.92,Premium Shoppers,2025-05-01,1,1,0,0,1,0,0
NY-CMP-47367,Social Media,Tier 2 City Customers,10.0,89968.0,10466.0,4186.0,1655.0,761300.0,33.87,2247611.839385887,Tamil,18.13,Premium Shoppers,2025-03-18,1,1,0,0,0,1,1
NY-CMP-47368,Social Media,Youth,25.0,31859.0,4590.0,2674.0,1785.0,1053150.0,77.2,1364083.9378238344,Bengali,28.4,Working Women,2025-02-17,1,0,0,1,0,0,0
NY-CMP-47369,SEO,Premium Shoppers,28.0,11205.0,1164.0,445.0,214.0,92234.0,1225.17,7428.2613841344455,Tamil,16.27,College Students,2024-11-27,0,0,0,0,1,1,0
NY-CMP-47372,Paid Ads,Premium Shoppers,5.0,18176.0,796.0,168.0,96.0,36000.0,1484.22,2325.5164328738324,Bengali,5.83,College Students,2025-06-07,0,1,0,1,0,0,0
NY-CMP-47375,Paid Ads,College Students,24.0,52329.0,7022.0,2388.0,1587.0,603060.0,92.76,650029.3661060801,Tamil,21.02,College Students,2025-05-04,1,0,1,0,0,0,0
NY-CMP-47376,SEO,Youth,20.0,57393.0,2428.0,1026.0,753.0,215358.0,251.43,85553.26333373105,English,7.33,Premium Shoppers,2024-07-31,1,0,0,1,1,0,1
NY-CMP-47378,Email,Working Women,13.0,75788.0,5082.0,2402.0,797.0,546742.0,272.25,200723.507805326,Tamil,10.93,Tier 2 City Customers,2025-01-22,1,0,1,0,0,0,0
NY-CMP-47384,Email,Tier 2 City Customers,6.0,47751.0,3314.0,887.0,586.0,236158.0,206.15,114456.3909774436,Tamil,10.02,Youth,2025-04-18,1,0,0,0,0,1,0
NY-CMP-47387,Social Media,Youth,20.0,66982.0,8427.0,3188.0,1177.0,397826.0,245.31,162072.76099629042,Bengali,19.1,Tier 2 City Customers,2025-06-03,1,0,0,0,0,1,1
NY-CMP-47388,Email,College Students,7.0,42377.0,3536.0,1038.0,438.0,289518.0,559.97,51602.412629248,Bengali,11.83,College Students,2024-11-28,1,1,0,0,0,1,0
NY-CMP-47389,Email,Youth,25.0,40460.0,3903.0,2030.0,708.0,426924.0,280.17,152280.34050754897,Tamil,16.41,Youth,2024-11-06,1,0,0,0,1,0,0
NY-CMP-47392,Social Media,College Students,10.0,42640.0,4716.0,1596.0,851.0,615273.0,124.95,492315.36614645866,Tamil,16.8,Youth,2025-02-28,1,0,0,0,1,0,0
NY-CMP-47394,Paid Ads,Premium Shoppers,10.0,27985.0,4016.0,2381.0,1020.0,632400.0,223.77,282511.61013540684,English,26.5,Working Women,2024-08-20,1,0,0,0,0,0,1
NY-CMP-47398,Influencer,Youth,22.0,10734.0,661.0,367.0,115.0,32200.0,855.04,3665.9056886227545,Tamil,10.65,Youth,2024-08-12,0,1,1,0,0,0,1
NY-CMP-47400,Email,Tier 2 City Customers,25.0,63898.0,6483.0,2732.0,1774.0,704278.0,107.33,656080.0055902358,Tamil,17.2,College Students,2025-01-04,1,0,1,0,0,0,0
NY-CMP-47401,SEO,College Students,15.0,26169.0,2276.0,1180.0,819.0,598689.0,252.48,237023.33650190115,Bengali,16.34,Youth,2024-10-23,1,0,0,0,1,1,0
NY-CMP-47404,Email,Working Women,14.0,86729.0,10464.0,5436.0,3547.0,1592603.0,68.96,2309359.1067285384,English,22.42,Premium Shoppers,2024-07-22,1,0,0,1,1,0,0
NY-CMP-47405,Influencer,Premium Shoppers,29.0,47683.0,3006.0,849.0,541.0,327846.0,389.77,84012.68183800703,Hindi,9.22,Tier 2 City Customers,2024-10-03,1,1,0,0,0,0,0
NY-CMP-47408,Influencer,Youth,11.0,99660.0,7643.0,4445.0,2773.0,1064832.0,101.43,1049719.5800059154,Tamil,14.91,Premium Shoppers,2024-10-08,1,0,0,0,0,0,1
NY-CMP-47412,Paid Ads,College Students,25.0,88786.0,6402.0,1788.0,1001.0,785785.0,151.41,518878.27092001843,Bengali,10.35,College Students,2024-08-12,1,0,0,0,0,0,1
NY-CMP-47413,Email,Premium Shoppers,23.0,79737.0,4170.0,1042.0,530.0,341850.0,499.55,68331.58842958663,Hindi,7.2,College Students,2025-02-06,1,0,1,0,0,0,1
NY-CMP-47414,Influencer,Premium Shoppers,13.0,11212.0,1411.0,667.0,462.0,98406.0,514.99,19008.332200625253,Tamil,22.65,Premium Shoppers,2024-08-17,0,0,1,1,1,0,0
NY-CMP-47415,Paid Ads,Youth,26.0,68183.0,2431.0,1445.0,711.0,493434.0,385.38,127938.29985987856,Tamil,6.73,Working Women,2025-01-09,1,0,0,1,0,0,0
NY-CMP-47416,Email,Premium Shoppers,29.0,31165.0,2605.0,899.0,630.0,148050.0,80.45,183927.34617775012,Tamil,13.26,Working Women,2025-05-16,1,0,0,1,1,1,0
NY-CMP-47417,Social Media,Youth,16.0,66249.0,2393.0,649.0,270.0,140130.0,611.52,22815.031397174258,Tamil,5.0,Working Women,2025-05-28,0,0,1,0,1,1,0
NY-CMP-47418,Paid Ads,College Students,9.0,81439.0,5031.0,1330.0,861.0,628530.0,107.39,585177.9588416053,Hindi,8.87,College Students,2025-01-12,1,1,0,0,0,0,0
NY-CMP-47419,SEO,College Students,5.0,30540.0,3534.0,1900.0,1517.0,338291.0,61.13,553296.0412236218,Bengali,22.76,College Students,2025-02-07,1,1,1,0,0,0,1
NY-CMP-47422,Email,Youth,17.0,90892.0,9295.0,4462.0,3250.0,2496000.0,43.65,5718113.058419244,Bengali,18.71,College Students,2024-08-24,1,1,0,0,1,0,1
NY-CMP-47424,SEO,College Students,5.0,65431.0,5646.0,2878.0,1526.0,511210.0,154.43,330930.24023829564,English,15.36,Working Women,2024-08-24,1,0,1,1,0,0,1
NY-CMP-47432,Email,Working Women,15.0,31811.0,4722.0,979.0,758.0,319876.0,137.17,233096.76314062843,Tamil,20.3,Tier 2 City Customers,2024-12-28,1,1,0,0,0,1,1
NY-CMP-47435,Social Media,Working Women,21.0,69773.0,1511.0,407.0,259.0,52577.0,760.88,6810.025233939649,English,3.12,Youth,2025-04-02,0,0,0,0,0,1,1
NY-CMP-47437,Paid Ads,Premium Shoppers,11.0,86679.0,5155.0,2333.0,1516.0,353228.0,67.09,526398.7330451631,Tamil,10.39,Working Women,2025-02-26,1,0,0,0,0,1,1
NY-CMP-47439,SEO,College Students,26.0,29453.0,3898.0,1101.0,630.0,204120.0,451.61,45098.290560439316,Tamil,19.11,Tier 2 City Customers,2024-10-07,0,0,1,1,0,0,1
NY-CMP-47442,Influencer,Tier 2 City Customers,30.0,91664.0,2206.0,644.0,271.0,63143.0,668.01,9352.403407134623,English,3.4,Premium Shoppers,2025-03-27,0,0,0,1,0,0,0
NY-CMP-47443,Influencer,Working Women,6.0,11613.0,898.0,404.0,312.0,220272.0,868.45,25263.809085151704,Hindi,13.9,College Students,2024-08-19,0,1,0,1,0,0,1
NY-CMP-47444,SEO,Premium Shoppers,21.0,10166.0,984.0,303.0,233.0,135839.0,683.9,19762.406784617637,Bengali,14.95,Working Women,2024-07-26,0,0,1,1,0,1,0
NY-CMP-47446,Email,Premium Shoppers,19.0,90168.0,7226.0,1990.0,966.0,523572.0,55.62,941237.6483279397,Tamil,11.29,Youth,2024-11-20,1,0,0,1,0,1,1
NY-CMP-47447,Email,Premium Shoppers,7.0,73404.0,9732.0,2128.0,758.0,494216.0,361.39,136654.1990647223,Hindi,17.19,Youth,2025-06-16,1,0,1,1,1,0,0
NY-CMP-47448,Paid Ads,College Students,13.0,59344.0,5532.0,3262.0,2255.0,789250.0,70.97,1111989.6153304214,Bengali,18.62,Youth,2024-12-13,1,0,0,0,0,0,1
NY-CMP-47450,Influencer,Premium Shoppers,13.0,20706.0,2458.0,936.0,598.0,364780.0,301.17,121020.961583159,Tamil,19.28,Tier 2 City Customers,2024-10-22,1,0,0,1,0,1,1
NY-CMP-47457,Social Media,College Students,23.0,78120.0,11084.0,6635.0,3799.0,2708687.0,34.43,7867129.160615742,Hindi,27.54,Working Women,2024-11-26,1,0,0,0,0,1,0
NY-CMP-47458,SEO,Youth,19.0,23822.0,2348.0,583.0,335.0,265990.0,615.56,43111.05984794334,Tamil,13.71,Youth,2025-01-29,1,0,0,0,0,1,0
NY-CMP-47459,Influencer,Working Women,6.0,99420.0,11437.0,6546.0,5000.0,1130000.0,24.86,4545354.545454545,Bengali,23.12,Tier 2 City Customers,2024-11-26,1,0,0,0,0,1,1
NY-CMP-47460,Influencer,Working Women,26.0,52540.0,3629.0,1930.0,722.0,522728.0,86.1,607017.3054587689,Bengali,11.95,Youth,2024-08-31,1,0,0,0,1,0,0
NY-CMP-47464,Paid Ads,Working Women,29.0,98807.0,14036.0,5690.0,1892.0,932756.0,36.86,2530437.167661422,Tamil,21.88,Premium Shoppers,2025-02-09,1,0,1,0,0,1,0
NY-CMP-47467,Paid Ads,Working Women,16.0,57281.0,4327.0,2336.0,1780.0,412960.0,87.82,470134.57071282173,Hindi,14.74,Premium Shoppers,2024-08-16,1,0,1,0,0,0,0
NY-CMP-47469,SEO,College Students,7.0,70029.0,5401.0,1997.0,1018.0,430614.0,87.2,493723.39449541277,Tamil,12.02,Youth,2024-11-23,1,0,0,0,0,1,0
NY-CMP-47474,Social Media,College Students,19.0,42672.0,4426.0,975.0,750.0,267000.0,187.15,142566.31044616614,Hindi,14.41,Working Women,2025-03-10,1,0,0,0,1,0,0
NY-CMP-47476,Email,Tier 2 City Customers,25.0,98631.0,6860.0,2667.0,1971.0,804168.0,62.28,1291113.8728323698,English,11.66,Working Women,2024-07-03,1,1,0,1,0,0,1
NY-CMP-47479,Paid Ads,Premium Shoppers,23.0,83287.0,10256.0,6026.0,3358.0,940240.0,50.51,1861392.7737081766,English,23.58,College Students,2025-02-25,1,1,0,1,0,0,1
NY-CMP-47480,SEO,Tier 2 City Customers,29.0,16369.0,2270.0,723.0,430.0,283370.0,208.74,135652.61090351632,Hindi,20.91,Working Women,2024-12-06,1,1,0,0,1,0,0
NY-CMP-47481,Paid Ads,College Students,21.0,86941.0,3026.0,1356.0,780.0,254280.0,146.74,173186.08423061197,English,5.94,College Students,2025-05-31,1,1,0,0,1,1,0
NY-CMP-47484,Social Media,College Students,26.0,99136.0,14506.0,4179.0,2319.0,967023.0,37.45,2582070.8945260346,Bengali,21.19,College Students,2024-11-09,1,1,0,0,1,0,0
NY-CMP-47490,Social Media,Premium Shoppers,18.0,86445.0,11468.0,3344.0,1415.0,919750.0,114.23,805073.7722139542,Hindi,18.77,Premium Shoppers,2025-02-13,1,0,1,0,1,0,1
NY-CMP-47492,Paid Ads,Working Women,10.0,19936.0,435.0,237.0,162.0,72738.0,1711.69,4149.484427670898,Bengali,4.18,Working Women,2025-04-14,0,0,1,0,0,1,1
NY-CMP-47493,Paid Ads,Premium Shoppers,13.0,62607.0,8981.0,4202.0,1805.0,1274330.0,93.46,1363403.1029317358,English,23.94,Working Women,2025-06-03,1,0,0,0,0,1,1
NY-CMP-47497,Social Media,Youth,14.0,87165.0,4446.0,1597.0,1234.0,512110.0,78.36,653434.966819806,Tamil,8.35,Premium Shoppers,2025-05-07,1,0,0,0,1,0,0
NY-CMP-47498,SEO,Premium Shoppers,17.0,38753.0,1658.0,341.0,194.0,107282.0,1075.68,9873.412167187267,English,5.66,College Students,2025-05-26,0,1,1,1,0,0,0
NY-CMP-47500,SEO,Youth,21.0,65020.0,8428.0,4185.0,1955.0,973590.0,145.39,669540.2778733063,English,22.41,Tier 2 City Customers,2025-03-29,1,0,1,1,0,0,1
NY-CMP-47504,Email,Tier 2 City Customers,14.0,88671.0,6930.0,2640.0,1928.0,495496.0,44.9,1103454.565701559,English,12.97,Youth,2025-02-12,1,1,1,0,0,0,0
NY-CMP-47506,Influencer,College Students,5.0,20007.0,2072.0,1108.0,648.0,305856.0,313.48,97467.9469184637,English,19.13,Premium Shoppers,2024-11-25,1,1,0,0,0,0,0
NY-CMP-47507,Social Media,Tier 2 City Customers,6.0,31916.0,4231.0,1685.0,1171.0,618288.0,132.59,466215.7100837167,Tamil,22.21,Premium Shoppers,2025-01-11,1,0,1,1,0,1,0
NY-CMP-47512,Social Media,Tier 2 City Customers,27.0,83306.0,11732.0,6875.0,4330.0,1286010.0,18.11,7101004.362230812,Hindi,27.53,Youth,2024-09-12,1,0,0,0,1,0,1
NY-CMP-47517,Influencer,Youth,22.0,32864.0,4599.0,1069.0,677.0,517905.0,222.59,232572.17754616108,English,19.31,Youth,2024-07-22,1,0,0,0,1,0,0
NY-CMP-47520,Influencer,Premium Shoppers,24.0,21978.0,2088.0,1187.0,626.0,206580.0,217.97,94674.51025370463,Hindi,17.75,Tier 2 City Customers,2024-09-29,1,0,0,0,1,1,1
NY-CMP-47521,Social Media,College Students,7.0,41418.0,3375.0,1711.0,639.0,155277.0,100.17,154913.47708894877,Hindi,13.82,Premium Shoppers,2025-01-04,1,1,0,0,0,0,0
NY-CMP-47522,Email,Youth,15.0,55978.0,2535.0,1059.0,435.0,229680.0,500.07,45829.56986021957,English,7.2,Tier 2 City Customers,2025-05-18,1,0,0,0,0,1,0
NY-CMP-47523,SEO,Working Women,11.0,76718.0,7426.0,2271.0,1239.0,521619.0,170.35,306104.285294981,Hindi,14.25,Tier 2 City Customers,2024-08-19,1,0,1,0,1,0,1
NY-CMP-47525,Email,Tier 2 City Customers,21.0,77501.0,8618.0,3420.0,2039.0,713650.0,81.29,877806.2615327837,English,18.16,Working Women,2025-04-10,1,0,0,0,1,0,1
NY-CMP-47526,Influencer,Working Women,12.0,48919.0,1376.0,586.0,413.0,313467.0,711.05,43985.08543702975,Tamil,4.85,Youth,2025-02-01,1,1,0,0,1,0,1
NY-CMP-47527,Email,College Students,16.0,77993.0,8684.0,3623.0,2112.0,629376.0,110.77,568082.7209533267,Hindi,18.49,Premium Shoppers,2024-07-09,1,1,1,0,1,0,0
NY-CMP-47529,Paid Ads,College Students,21.0,49601.0,7123.0,2865.0,1338.0,472314.0,45.99,1026892.824527071,Tamil,22.83,Working Women,2024-08-13,1,1,1,0,0,1,0
NY-CMP-47532,Social Media,Working Women,28.0,33980.0,1560.0,653.0,304.0,115824.0,221.01,52306.678430840235,Hindi,7.41,College Students,2024-09-12,1,0,1,0,0,0,0
NY-CMP-47533,Influencer,Working Women,23.0,46892.0,2261.0,1009.0,793.0,302133.0,159.57,189241.98157548413,Tamil,8.66,Working Women,2025-02-02,1,1,0,0,0,0,0
NY-CMP-47536,Email,Tier 2 City Customers,24.0,47364.0,6138.0,3073.0,1496.0,671704.0,125.04,537091.2987843889,Tamil,22.61,Youth,2024-10-31,1,0,0,0,1,1,0
NY-CMP-47538,SEO,Premium Shoppers,7.0,35337.0,3694.0,2061.0,1242.0,896724.0,134.56,666312.0095124851,Tamil,19.8,Tier 2 City Customers,2025-03-16,1,0,1,0,1,1,0
NY-CMP-47540,Social Media,College Students,24.0,21554.0,1491.0,548.0,226.0,155262.0,903.13,17091.544960304716,Bengali,10.51,Youth,2025-02-28,0,0,0,0,1,1,0
NY-CMP-47541,Social Media,Premium Shoppers,9.0,78326.0,9651.0,4797.0,3548.0,1514996.0,43.12,3513341.5584415584,Bengali,22.98,Working Women,2024-07-29,1,1,1,0,0,0,0
NY-CMP-47542,Paid Ads,Tier 2 City Customers,25.0,38071.0,1401.0,825.0,552.0,284280.0,278.03,102147.95885336115,Tamil,7.3,Tier 2 City Customers,2025-05-20,1,1,0,0,0,0,0
NY-CMP-47544,Influencer,Working Women,7.0,94142.0,8771.0,4372.0,1958.0,1247246.0,81.7,1526516.8910648716,Bengali,16.04,Youth,2024-12-23,1,0,0,0,1,0,0
NY-CMP-47545,Paid Ads,College Students,22.0,43196.0,6209.0,3278.0,1782.0,563112.0,47.41,1187649.4199535963,English,26.09,Working Women,2024-11-14,1,0,0,1,0,0,0
NY-CMP-47546,Influencer,Tier 2 City Customers,9.0,32405.0,1366.0,299.0,182.0,40586.0,504.87,7938.901103254302,Bengali,5.7,Premium Shoppers,2024-09-12,0,1,0,1,0,0,0
NY-CMP-47547,SEO,Tier 2 City Customers,18.0,85025.0,8194.0,2129.0,651.0,171213.0,451.3,37837.735430977176,English,12.91,Youth,2025-06-02,0,1,0,0,0,0,1
NY-CMP-47548,Email,Tier 2 City Customers,21.0,15248.0,1285.0,283.0,94.0,57246.0,851.68,6621.538606049221,Bengali,10.9,Tier 2 City Customers,2025-05-05,0,0,0,0,0,1,0
NY-CMP-47550,Influencer,Premium Shoppers,30.0,21502.0,1663.0,862.0,581.0,360220.0,465.29,77318.38423348879,Hindi,14.45,Working Women,2025-03-23,1,0,0,0,1,0,1
NY-CMP-47555,Paid Ads,Premium Shoppers,30.0,73331.0,10605.0,4281.0,1551.0,401709.0,44.94,893778.5046728972,Hindi,22.41,Youth,2024-09-10,1,0,1,1,0,0,1
NY-CMP-47560,Influencer,College Students,8.0,39311.0,3549.0,1056.0,493.0,315520.0,560.0,56242.857142857145,Bengali,12.97,Premium Shoppers,2024-12-19,1,0,0,0,1,1,1
NY-CMP-47563,Email,Premium Shoppers,18.0,86112.0,2061.0,821.0,280.0,102480.0,679.48,14982.121622417142,Bengali,3.67,College Students,2024-12-16,0,0,1,1,1,0,0
NY-CMP-47564,SEO,Premium Shoppers,17.0,54990.0,3247.0,1274.0,636.0,266484.0,160.9,165520.88253573648,Bengali,9.38,Youth,2025-05-16,1,0,0,1,0,0,0
NY-CMP-47565,Email,Youth,25.0,61812.0,6575.0,3378.0,1078.0,458150.0,248.31,184407.26913938223,Tamil,17.85,Premium Shoppers,2025-03-26,1,0,0,0,1,0,0
NY-CMP-47567,Social Media,College Students,11.0,92118.0,11069.0,5684.0,2174.0,1682676.0,88.29,1905751.1722731907,English,20.55,Premium Shoppers,2024-10-29,1,1,0,0,0,1,0
NY-CMP-47568,Email,College Students,23.0,40880.0,1890.0,590.0,383.0,150902.0,638.29,23541.604913127263,Bengali,7.0,Tier 2 City Customers,2024-12-08,0,0,1,0,1,0,0
NY-CMP-47576,Email,Youth,16.0,14160.0,1653.0,819.0,394.0,236794.0,556.28,42467.412094628606,Hindi,20.24,Premium Shoppers,2025-02-27,1,0,1,1,1,0,0
NY-CMP-47579,Social Media,Youth,27.0,50200.0,6388.0,1801.0,762.0,278892.0,308.38,90337.77158051754,Hindi,17.83,Working Women,2024-09-17,1,0,0,0,1,1,0
NY-CMP-47580,Influencer,Premium Shoppers,30.0,61969.0,8304.0,1878.0,643.0,232123.0,413.58,56025.29619420669,Bengali,17.47,Premium Shoppers,2024-07-20,0,0,1,0,1,0,1
NY-CMP-47584,Social Media,Youth,7.0,90184.0,5213.0,2606.0,1965.0,552165.0,139.25,396427.8276481149,Hindi,10.85,Premium Shoppers,2024-09-04,1,0,1,0,0,0,1
NY-CMP-47589,Paid Ads,Premium Shoppers,16.0,93090.0,3970.0,1334.0,823.0,171184.0,207.23,82505.80031848671,Bengali,6.58,Youth,2024-12-12,0,0,1,0,1,1,0
NY-CMP-47592,Social Media,Tier 2 City Customers,30.0,96493.0,7602.0,1867.0,1154.0,631238.0,123.24,512102.20707562484,Hindi,11.01,College Students,2024-11-19,1,1,0,0,0,1,0
NY-CMP-47593,Social Media,Premium Shoppers,16.0,94761.0,13188.0,6824.0,3821.0,2170328.0,62.57,3468539.92328592,Hindi,25.15,Tier 2 City Customers,2024-09-01,1,1,1,0,0,0,1
NY-CMP-47594,Paid Ads,Premium Shoppers,22.0,43332.0,2490.0,947.0,491.0,176760.0,109.49,161339.4008585259,Tamil,9.06,Youth,2024-10-07,1,1,1,0,1,0,0
NY-CMP-47596,Email,College Students,28.0,25962.0,776.0,292.0,120.0,49320.0,1437.83,3330.1690742299156,Hindi,4.58,Working Women,2024-12-06,0,0,1,1,0,0,1
NY-CMP-47600,Email,Tier 2 City Customers,27.0,28429.0,925.0,273.0,150.0,52200.0,567.67,9095.483291348848,Tamil,4.74,Tier 2 City Customers,2024-12-06,0,0,0,1,0,0,1
NY-CMP-47604,Social Media,Tier 2 City Customers,12.0,93015.0,10750.0,4414.0,2758.0,2189852.0,54.67,4005482.5864276574,Hindi,19.27,Premium Shoppers,2025-01-03,1,1,0,0,1,1,0
NY-CMP-47606,Paid Ads,Youth,7.0,80637.0,3402.0,1348.0,507.0,140439.0,300.2,46681.81212524983,Hindi,6.52,Working Women,2024-07-02,0,0,0,1,1,1,0
NY-CMP-47608,Influencer,Working Women,12.0,89999.0,13122.0,3842.0,2865.0,1082970.0,35.41,3058273.340864163,English,22.03,Working Women,2025-05-13,1,0,0,0,1,0,1
NY-CMP-47609,Email,College Students,30.0,87322.0,12337.0,4011.0,2348.0,1127040.0,76.05,1481872.3865877711,Tamil,21.41,Tier 2 City Customers,2024-08-11,1,0,1,1,0,1,0
NY-CMP-47612,SEO,College Students,30.0,79636.0,7972.0,2930.0,892.0,378208.0,60.24,627735.3253652059,Hindi,14.81,Premium Shoppers,2025-01-20,1,0,0,0,0,1,0
NY-CMP-47614,Influencer,Premium Shoppers,26.0,92280.0,10484.0,2767.0,2054.0,747656.0,71.87,1040189.4114373174,English,16.59,College Students,2025-01-10,1,1,0,0,0,1,1
NY-CMP-47615,Social Media,Premium Shoppers,8.0,10993.0,514.0,308.0,187.0,56848.0,1543.34,3583.439812355023,Bengali,9.18,College Students,2025-05-29,0,1,1,0,0,0,1
NY-CMP-47620,Social Media,Tier 2 City Customers,23.0,74559.0,9912.0,3454.0,2342.0,1257654.0,83.44,1507155.5129434327,Tamil,21.07,Tier 2 City Customers,2024-09-14,1,0,0,0,0,1,1
NY-CMP-47622,Email,Working Women,13.0,30697.0,3784.0,1670.0,1014.0,650988.0,78.7,827076.620076239,Tamil,21.07,College Students,2024-11-22,1,0,0,0,0,0,1
NY-CMP-47624,Email,Tier 2 City Customers,27.0,15411.0,2300.0,1175.0,435.0,203145.0,455.39,44509.016447440656,Tamil,25.37,Tier 2 City Customers,2024-08-03,1,1,1,0,0,1,0
NY-CMP-47627,SEO,Working Women,15.0,40377.0,5118.0,2983.0,2314.0,717340.0,108.25,662569.7459584295,Hindi,25.79,Tier 2 City Customers,2025-01-30,1,0,0,0,0,0,1
NY-CMP-47635,Influencer,Premium Shoppers,5.0,87925.0,3139.0,1100.0,469.0,159929.0,511.59,31161.16616822065,Hindi,5.35,Youth,2025-04-09,0,0,1,0,0,0,0
NY-CMP-47637,Influencer,College Students,13.0,24465.0,2119.0,720.0,526.0,133604.0,107.98,123630.3204297092,Bengali,13.75,Premium Shoppers,2025-04-13,1,0,0,0,1,1,0
