Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
NY-CMP-3197,Social Media,Youth,27.0,YouTube,33577.0,783.0,178.0,136.0,38896.0,1076.76,-0.73,Tamil,3.27,Working Women,13-07-2024
NY-CMP-3198,Email,Youth,24.0,,95119.0,4468.0,1818.0,734.0,514534.0,111.36,5.3,Tamil,7.38,Tier 2 City Customers,22-11-2024
NY-CMP-3199,Influencer,Youth,10.0,"Facebook, Email, WhatsApp",19382.0,2119.0,1150.0,412.0,135136.0,204.78,0.6,Bengali,18.99,College Students,23-02-2025
NY-CMP-3200,SEO,Tier 2 City Customers,7.0,"WhatsApp, Email",86375.0,5600.0,1692.0,873.0,336978.0,246.93,0.56,,9.45,Premium Shoppers,04-09-2024
NY-CMP-3201,Influencer,Tier 2 City Customers,15.0,Google,47202.0,3592.0,1986.0,1465.0,698805.0,157.16,2.04,Tamil,14.92,Premium Shoppers,15-05-2025
NY-CMP-3202,Social Media,Premium Shoppers,30.0,Facebook,18967.0,548.0,205.0,98.0,74578.0,2776.39,-0.73,Bengali,4.49,College Students,19-03-2025
NY-CMP-3203,Paid Ads,Tier 2 City Customers,10.0,Facebook,67772.0,2076.0,792.0,374.0,272646.0,149.54,3.87,Hindi,4.78,College Students,02-11-2024
NY-CMP-3204,Paid Ads,Tier 2 City Customers,13.0,Email,90336.0,8826.0,1992.0,868.0,555520.0,,,English,12.94,,16-12-2024
NY-CMP-3205,SEO,Working Women,24.0,"Google, WhatsApp, Email",79501.0,6889.0,3564.0,2836.0,612576.0,37.77,4.72,Hindi,16.72,Working Women,15-01-2025
NY-CMP-3206,Email,College Students,21.0,,58419.0,7503.0,4434.0,2971.0,971517.0,31.88,9.26,Hindi,25.52,Youth,23-02-2025
NY-CMP-3207,Email,College Students,29.0,"WhatsApp, Email, Google",70322.0,5913.0,1280.0,448.0,288960.0,448.14,0.44,Bengali,10.87,Working Women,25-08-2024
NY-CMP-3208,Influencer,Youth,16.0,"YouTube, Email",,1629.0,637.0,276.0,131376.0,470.28,,Bengali,23.37,Working Women,04-12-2024
NY-CMP-3209,Influencer,,7.0,"Email, Google",,5314.0,1995.0,1511.0,1095475.0,65.51,10.07,English,11.97,Working Women,05-05-2025
NY-CMP-3210,Email,,14.0,"Google, Email",80115.0,9242.0,1860.0,1033.0,366715.0,188.82,0.88,English,15.15,College Students,23-11-2024
NY-CMP-3211,Social Media,College Students,12.0,"YouTube, Facebook",66668.0,7533.0,1908.0,1076.0,269000.0,170.34,0.47,English,15.78,Working Women,12-09-2024
NY-CMP-3212,Influencer,Tier 2 City Customers,5.0,"WhatsApp, Instagram",78482.0,8320.0,2671.0,2092.0,725924.0,107.31,2.23,Tamil,16.67,,22-03-2025
NY-CMP-3213,Paid Ads,Tier 2 City Customers,9.0,Facebook,,2257.0,1117.0,533.0,201474.0,395.09,-0.04,Tamil,23.7,College Students,08-09-2024
NY-CMP-3214,Social Media,,6.0,Instagram,97123.0,12844.0,,1291.0,543511.0,144.84,1.91,,17.49,Premium Shoppers,22-02-2025
NY-CMP-3215,Social Media,Working Women,5.0,"Email, WhatsApp",33952.0,5090.0,2067.0,803.0,619113.0,68.76,,Bengali,23.44,Premium Shoppers,
NY-CMP-3216,,Premium Shoppers,23.0,"YouTube, Instagram",44109.0,1853.0,860.0,431.0,181882.0,615.43,-0.31,Tamil,7.13,Youth,07-05-2025
NY-CMP-3217,SEO,Working Women,15.0,"Instagram, Email",49320.0,1591.0,349.0,122.0,27938.0,1332.33,-0.83,Bengali,4.18,Tier 2 City Customers,09-04-2025
NY-CMP-3218,Social Media,Working Women,26.0,"Instagram, Google, WhatsApp",31754.0,4370.0,1650.0,,616605.0,133.63,3.15,English,22.46,College Students,14-05-2025
NY-CMP-3219,Paid Ads,Working Women,12.0,"Facebook, Email, Google",21051.0,2025.0,1154.0,,597840.0,275.58,1.73,Hindi,18.88,Tier 2 City Customers,16-02-2025
NY-CMP-3220,Email,Premium Shoppers,12.0,"YouTube, Facebook, Instagram",66885.0,9435.0,2176.0,1265.0,862730.0,51.87,12.15,English,19.25,Working Women,28-09-2024
NY-CMP-3221,SEO,Working Women,16.0,"Facebook, YouTube",36626.0,3481.0,1667.0,626.0,389372.0,131.08,3.75,,15.76,College Students,13-11-2024
NY-CMP-3222,Influencer,Youth,24.0,Google,83808.0,11212.0,4325.0,2556.0,1993680.0,68.97,10.31,Tamil,21.59,College Students,09-02-2025
NY-CMP-3223,SEO,Youth,19.0,"Email, Instagram",89339.0,10762.0,3789.0,1549.0,1098241.0,178.02,2.98,Bengali,18.02,Premium Shoppers,04-11-2024
NY-CMP-3224,Influencer,Working Women,23.0,"Facebook, Email",,4716.0,2147.0,1444.0,1010800.0,57.55,11.16,Bengali,13.89,Premium Shoppers,22-01-2025
NY-CMP-3225,SEO,Tier 2 City Customers,24.0,Facebook,62620.0,7601.0,1628.0,806.0,309504.0,166.96,1.3,Tamil,16.03,,12-01-2025
NY-CMP-3226,SEO,College Students,18.0,"Email, Google, Instagram",20328.0,1906.0,669.0,531.0,129564.0,265.32,-0.08,Tamil,15.28,College Students,30-11-2024
NY-CMP-3227,Email,,24.0,"Email, Instagram, YouTube",80948.0,6063.0,1446.0,492.0,191880.0,567.59,-0.31,English,9.88,College Students,12-03-2025
NY-CMP-3228,SEO,Premium Shoppers,25.0,Google,91450.0,8919.0,1859.0,629.0,211973.0,460.85,,English,12.47,Working Women,30-10-2024
NY-CMP-3229,Email,Premium Shoppers,24.0,"Email, WhatsApp",37656.0,1900.0,776.0,318.0,180624.0,163.04,2.48,English,7.95,Youth,19-08-2024
NY-CMP-3230,SEO,Working Women,30.0,,,11363.0,4494.0,2718.0,1402488.0,101.06,4.11,English,21.71,Youth,19-08-2024
NY-CMP-3231,SEO,Premium Shoppers,13.0,"Facebook, Instagram, WhatsApp",22501.0,3191.0,1289.0,600.0,186600.0,421.21,-0.26,Bengali,22.58,College Students,14-11-2024
NY-CMP-3232,Influencer,Youth,9.0,"Facebook, Email",59726.0,6649.0,3882.0,1584.0,1130976.0,83.29,7.57,Bengali,20.28,Youth,28-02-2025
NY-CMP-3233,Paid Ads,Tier 2 City Customers,16.0,"YouTube, Instagram, Google",89748.0,10631.0,4682.0,1885.0,452400.0,39.19,5.12,Hindi,19.16,Working Women,07-06-2025
NY-CMP-3234,SEO,Tier 2 City Customers,26.0,"WhatsApp, Facebook",24249.0,1993.0,1120.0,517.0,156651.0,328.42,-0.08,English,14.97,Tier 2 City Customers,10-09-2024
NY-CMP-3235,Paid Ads,College Students,7.0,Instagram,,2852.0,643.0,392.0,305368.0,270.37,1.88,Tamil,18.61,Working Women,11-12-2024
NY-CMP-3236,Email,Youth,19.0,"Facebook, YouTube",16089.0,2149.0,484.0,193.0,135486.0,479.88,0.46,Tamil,17.56,Premium Shoppers,23-01-2025
NY-CMP-3237,Influencer,Tier 2 City Customers,29.0,Instagram,82334.0,10190.0,4217.0,2153.0,,84.16,5.46,English,20.11,College Students,29-05-2025
NY-CMP-3238,Paid Ads,Tier 2 City Customers,5.0,Facebook,61011.0,2739.0,1630.0,1174.0,397986.0,102.43,2.31,Hindi,9.09,Premium Shoppers,11-03-2025
NY-CMP-3239,Email,College Students,24.0,"Instagram, Facebook, Email",50179.0,4228.0,1390.0,974.0,,206.72,0.93,,13.14,Premium Shoppers,17-11-2024
NY-CMP-3240,SEO,Tier 2 City Customers,18.0,Instagram,29072.0,3824.0,1092.0,826.0,517076.0,67.38,8.29,Tamil,19.75,Tier 2 City Customers,23-12-2024
NY-CMP-3241,Social Media,Premium Shoppers,13.0,Instagram,10839.0,481.0,182.0,97.0,30167.0,1109.09,-0.72,Tamil,7.01,Premium Shoppers,13-05-2025
NY-CMP-3242,Paid Ads,Youth,25.0,"Facebook, Google",39150.0,1864.0,794.0,441.0,88200.0,373.57,-0.46,English,7.92,Working Women,30-05-2025
NY-CMP-3243,,Tier 2 City Customers,13.0,"Facebook, WhatsApp",10340.0,748.0,414.0,153.0,45288.0,1425.26,-0.79,,12.72,College Students,20-04-2025
NY-CMP-3244,Social Media,Youth,19.0,Facebook,32996.0,1556.0,790.0,252.0,163800.0,1059.4,-0.39,Bengali,7.87,College Students,17-08-2024
NY-CMP-3245,Paid Ads,Youth,21.0,YouTube,49512.0,4127.0,,769.0,496005.0,214.92,2.0,Bengali,13.97,Premium Shoppers,20-01-2025
NY-CMP-3246,Influencer,Premium Shoppers,6.0,Instagram,29513.0,2043.0,412.0,,44125.0,1525.22,-0.77,Tamil,8.74,Working Women,21-11-2024
NY-CMP-3247,Paid Ads,Premium Shoppers,20.0,Google,77428.0,5022.0,2840.0,1447.0,966596.0,176.0,2.8,English,12.02,Youth,17-08-2024
NY-CMP-3248,Paid Ads,Working Women,28.0,Google,85931.0,12355.0,6282.0,3709.0,2392305.0,38.49,15.76,Tamil,26.0,Youth,29-12-2024
NY-CMP-3249,SEO,Youth,12.0,"Facebook, Email",44576.0,2406.0,632.0,405.0,240165.0,202.11,1.93,Tamil,,Youth,21-12-2024
NY-CMP-3250,SEO,Youth,25.0,Email,88628.0,4986.0,2822.0,999.0,537462.0,142.91,2.76,Tamil,9.94,Working Women,12-12-2024
NY-CMP-3251,Influencer,Premium Shoppers,30.0,"Google, Instagram",39163.0,2922.0,850.0,,165501.0,450.07,,Tamil,11.26,Youth,14-10-2024
NY-CMP-3252,Email,Tier 2 City Customers,30.0,"Google, Email",10245.0,642.0,275.0,214.0,111494.0,669.47,-0.22,English,11.04,,15-04-2025
NY-CMP-3253,Paid Ads,Youth,19.0,"Facebook, Email, Instagram",36105.0,2992.0,1512.0,,767350.0,76.65,8.72,Hindi,15.33,Working Women,25-02-2025
NY-CMP-3254,Social Media,Tier 2 City Customers,15.0,YouTube,87007.0,3464.0,1142.0,676.0,491452.0,199.23,2.65,Bengali,6.07,Tier 2 City Customers,27-09-2024
NY-CMP-3255,SEO,Working Women,10.0,Google,19275.0,,1171.0,402.0,81606.0,500.76,-0.59,,18.55,Youth,30-08-2024
NY-CMP-3256,SEO,Premium Shoppers,29.0,"Google, Facebook, WhatsApp",80237.0,5122.0,1884.0,950.0,,229.92,2.04,Hindi,9.92,College Students,18-08-2024
NY-CMP-3257,Influencer,Youth,11.0,"WhatsApp, Facebook, YouTube",10744.0,454.0,131.0,55.0,34265.0,3140.33,-0.8,Tamil,5.96,College Students,20-11-2024
NY-CMP-3258,Paid Ads,Working Women,5.0,YouTube,76370.0,3275.0,1647.0,989.0,433182.0,,0.84,English,7.74,Youth,03-12-2024
NY-CMP-3259,Email,Working Women,11.0,"Facebook, YouTube, Google",37348.0,1517.0,582.0,455.0,121485.0,302.49,-0.12,English,6.84,College Students,26-09-2024
NY-CMP-3260,Social Media,Premium Shoppers,6.0,"WhatsApp, Google",35296.0,4645.0,1857.0,974.0,661346.0,276.48,,Bengali,21.18,Tier 2 City Customers,06-08-2024
NY-CMP-3261,Email,Youth,20.0,"WhatsApp, Email, Instagram",41865.0,4619.0,2408.0,930.0,443610.0,91.0,4.24,Tamil,19.01,College Students,01-08-2024
NY-CMP-3262,Influencer,Premium Shoppers,15.0,"Instagram, Email, Google",49547.0,1614.0,516.0,297.0,,573.81,0.2,Hindi,4.9,Youth,04-01-2025
NY-CMP-3263,SEO,College Students,17.0,Instagram,16400.0,2207.0,1024.0,676.0,,259.16,1.38,Hindi,23.82,Youth,05-02-2025
NY-CMP-3264,Social Media,Youth,14.0,"Google, YouTube",84106.0,2393.0,1039.0,359.0,105187.0,342.71,-0.15,English,4.51,Tier 2 City Customers,12-04-2025
NY-CMP-3265,Influencer,Youth,7.0,,55103.0,3157.0,1097.0,588.0,245784.0,270.83,0.54,,8.79,Youth,29-03-2025
NY-CMP-3266,SEO,Youth,23.0,"Instagram, WhatsApp",15205.0,1940.0,843.0,411.0,318114.0,371.46,1.08,English,21.01,Working Women,
NY-CMP-3267,Influencer,Youth,10.0,Instagram,43236.0,3590.0,1511.0,1003.0,353056.0,59.13,4.95,English,14.12,Premium Shoppers,08-05-2025
NY-CMP-3268,Email,College Students,27.0,Email,93844.0,11848.0,,1180.0,375240.0,240.0,0.32,English,17.52,College Students,08-07-2024
NY-CMP-3269,Social Media,Tier 2 City Customers,26.0,"YouTube, Google, Instagram",33135.0,,2061.0,823.0,,104.51,4.6,English,20.78,College Students,22-11-2024
NY-CMP-3270,Influencer,Tier 2 City Customers,17.0,Facebook,,,304.0,171.0,107730.0,640.2,-0.02,,18.72,College Students,22-03-2025
NY-CMP-3271,Influencer,College Students,23.0,"YouTube, WhatsApp, Instagram",85410.0,10406.0,4776.0,1582.0,599578.0,164.06,1.31,Hindi,19.63,Tier 2 City Customers,27-11-2024
NY-CMP-3272,Influencer,Working Women,6.0,WhatsApp,49261.0,3505.0,1078.0,495.0,108900.0,362.42,-0.39,English,10.31,Youth,08-06-2025
NY-CMP-3273,Social Media,College Students,8.0,"YouTube, WhatsApp",33106.0,4797.0,1198.0,466.0,210632.0,602.93,-0.25,,19.52,Tier 2 City Customers,01-02-2025
NY-CMP-3274,Social Media,Tier 2 City Customers,23.0,"Instagram, YouTube, WhatsApp",14939.0,1754.0,648.0,225.0,145575.0,1169.68,-0.45,Bengali,17.58,Premium Shoppers,11-11-2024
NY-CMP-3275,Paid Ads,Tier 2 City Customers,27.0,Instagram,83472.0,3013.0,,1091.0,676420.0,48.98,11.66,Tamil,6.83,Premium Shoppers,30-12-2024
NY-CMP-3276,Paid Ads,Tier 2 City Customers,10.0,"Email, WhatsApp, Google",12834.0,532.0,295.0,176.0,67408.0,492.63,-0.22,Hindi,7.82,Premium Shoppers,20-11-2024
NY-CMP-3277,SEO,Tier 2 City Customers,26.0,YouTube,75406.0,10744.0,2980.0,1142.0,843938.0,90.01,7.21,English,19.71,College Students,07-10-2024
NY-CMP-3278,Email,Working Women,22.0,"Instagram, Google",89437.0,7141.0,2468.0,772.0,427688.0,215.43,1.57,Hindi,11.61,Working Women,06-04-2025
NY-CMP-3279,Email,Tier 2 City Customers,9.0,Facebook,94101.0,7948.0,3902.0,1864.0,,47.69,13.39,Bengali,14.57,College Students,25-11-2024
NY-CMP-3280,Paid Ads,Working Women,18.0,"Email, Google, WhatsApp",91833.0,13072.0,4900.0,1710.0,1154250.0,32.64,19.68,,21.43,Youth,02-08-2024
NY-CMP-3281,Email,Premium Shoppers,9.0,"WhatsApp, YouTube",44177.0,2614.0,623.0,304.0,210064.0,860.37,-0.2,English,8.02,College Students,01-12-2024
NY-CMP-3282,SEO,Premium Shoppers,26.0,WhatsApp,32230.0,3974.0,1187.0,664.0,307432.0,445.39,0.04,Hindi,18.07,Premium Shoppers,
NY-CMP-3283,Influencer,College Students,24.0,"Facebook, Email",51668.0,7236.0,1697.0,971.0,505891.0,223.93,,Hindi,,Youth,05-10-2024
NY-CMP-3284,Email,Youth,28.0,"YouTube, Email",29628.0,4362.0,2036.0,1371.0,992604.0,58.93,11.29,English,26.22,Premium Shoppers,14-01-2025
NY-CMP-3285,Influencer,Tier 2 City Customers,24.0,WhatsApp,83287.0,7197.0,1676.0,1224.0,419832.0,157.1,,Bengali,12.12,Youth,12-03-2025
NY-CMP-3286,Social Media,Premium Shoppers,29.0,YouTube,28661.0,3084.0,1082.0,326.0,194622.0,504.69,0.18,Tamil,15.67,Premium Shoppers,08-04-2025
NY-CMP-3287,Influencer,,28.0,"YouTube, Facebook",39947.0,5323.0,1954.0,833.0,204085.0,195.09,0.26,Bengali,20.3,Tier 2 City Customers,25-01-2025
NY-CMP-3288,SEO,College Students,18.0,YouTube,21460.0,2365.0,681.0,373.0,133907.0,536.79,-0.33,Tamil,15.93,Tier 2 City Customers,22-11-2024
NY-CMP-3289,,College Students,26.0,"Facebook, Instagram",33909.0,1195.0,509.0,260.0,107120.0,194.12,1.12,Hindi,5.79,Youth,19-09-2024
NY-CMP-3290,Influencer,Premium Shoppers,22.0,"Facebook, WhatsApp",24280.0,,705.0,396.0,152460.0,588.1,-0.35,English,18.62,Working Women,09-02-2025
NY-CMP-3291,Social Media,Tier 2 City Customers,23.0,"WhatsApp, YouTube, Google",99240.0,11815.0,4206.0,2005.0,1451620.0,141.68,4.11,Tamil,18.16,College Students,14-09-2024
NY-CMP-3292,Paid Ads,Premium Shoppers,24.0,"WhatsApp, Instagram, Email",,6495.0,1901.0,592.0,217264.0,341.56,0.07,Hindi,9.45,Tier 2 City Customers,28-02-2025
NY-CMP-3293,Influencer,Tier 2 City Customers,11.0,"Instagram, WhatsApp, Facebook",44171.0,5549.0,1402.0,996.0,747000.0,296.68,1.53,Hindi,17.99,Working Women,08-06-2025
NY-CMP-3294,Email,Premium Shoppers,,"Google, Email, YouTube",,5935.0,1936.0,1511.0,800830.0,91.31,4.8,Hindi,22.62,,01-04-2025
NY-CMP-3295,Paid Ads,College Students,11.0,"Email, WhatsApp",24470.0,2418.0,701.0,,143667.0,296.18,0.55,Bengali,14.03,Tier 2 City Customers,20-10-2024
NY-CMP-3296,Social Media,Youth,7.0,,68629.0,2687.0,546.0,310.0,165230.0,219.73,1.43,Hindi,5.16,Tier 2 City Customers,18-12-2024
NY-CMP-3297,Social Media,College Students,6.0,"Facebook, Google, Email",44038.0,4625.0,2261.0,1098.0,745542.0,100.52,5.75,English,18.13,College Students,21-12-2024
NY-CMP-3298,Paid Ads,Working Women,21.0,Email,40622.0,2314.0,889.0,681.0,147777.0,437.91,-0.5,Hindi,9.56,Youth,28-05-2025
NY-CMP-3299,Social Media,Tier 2 City Customers,29.0,Facebook,49403.0,7255.0,2208.0,1112.0,781736.0,82.15,7.56,English,21.41,Working Women,27-01-2025
NY-CMP-3300,SEO,Youth,20.0,WhatsApp,24301.0,1625.0,572.0,264.0,,216.56,2.6,Bengali,10.13,Working Women,24-11-2024
NY-CMP-3301,Email,Working Women,22.0,Email,66192.0,4344.0,949.0,660.0,378180.0,446.35,,English,8.99,Premium Shoppers,16-08-2024
NY-CMP-3302,Email,Working Women,,"Email, Google, Instagram",67395.0,1827.0,574.0,304.0,229216.0,384.15,0.96,English,4.01,Premium Shoppers,12-08-2024
NY-CMP-3303,Social Media,Tier 2 City Customers,19.0,"Email, WhatsApp, Google",43365.0,6500.0,3537.0,2116.0,579784.0,85.8,,Bengali,28.02,College Students,02-05-2025
NY-CMP-3304,,College Students,26.0,Instagram,50069.0,5158.0,1814.0,1394.0,575722.0,75.29,4.49,,16.71,Youth,16-11-2024
NY-CMP-3305,SEO,,24.0,"Email, Google, Facebook",37139.0,4370.0,1731.0,580.0,272020.0,,0.26,Bengali,17.99,Youth,03-11-2024
NY-CMP-3306,Influencer,Premium Shoppers,6.0,"YouTube, Email, Facebook",46866.0,4891.0,1782.0,1360.0,360400.0,156.95,0.69,Bengali,17.14,Working Women,14-03-2025
NY-CMP-3307,Paid Ads,Youth,15.0,"YouTube, Facebook",28511.0,3020.0,1543.0,1021.0,675902.0,154.66,3.28,Hindi,19.59,Premium Shoppers,21-12-2024
NY-CMP-3308,SEO,Working Women,20.0,"Instagram, YouTube",22637.0,1167.0,253.0,139.0,64635.0,864.63,-0.46,English,6.89,College Students,23-02-2025
NY-CMP-3309,Social Media,College Students,9.0,YouTube,,6086.0,2802.0,1076.0,712312.0,268.97,1.46,Hindi,13.9,Premium Shoppers,28-02-2025
NY-CMP-3310,Email,Tier 2 City Customers,15.0,Instagram,44523.0,2532.0,678.0,513.0,112860.0,173.36,0.27,Bengali,8.36,Premium Shoppers,03-07-2024
NY-CMP-3311,SEO,Working Women,29.0,"Facebook, WhatsApp",55678.0,2450.0,1385.0,1009.0,678048.0,75.98,7.84,English,8.7,,12-05-2025
NY-CMP-3312,Email,Tier 2 City Customers,7.0,Email,26336.0,3942.0,2164.0,828.0,281520.0,217.37,0.56,Bengali,26.33,Youth,22-07-2024
NY-CMP-3313,Influencer,College Students,6.0,Instagram,80788.0,8322.0,4299.0,1886.0,873218.0,,6.83,English,,Tier 2 City Customers,25-05-2025
NY-CMP-3314,Email,College Students,5.0,YouTube,58501.0,4191.0,1778.0,1088.0,365568.0,93.84,2.58,English,,,27-11-2024
NY-CMP-3315,Paid Ads,Premium Shoppers,13.0,"YouTube, Facebook, WhatsApp",12690.0,1699.0,667.0,369.0,180810.0,358.94,0.37,English,21.55,Working Women,21-04-2025
NY-CMP-3316,SEO,Tier 2 City Customers,12.0,YouTube,68145.0,2795.0,664.0,255.0,105570.0,905.43,-0.54,Hindi,5.45,Working Women,
NY-CMP-3317,Email,Premium Shoppers,22.0,"YouTube, Instagram",13409.0,1552.0,499.0,253.0,99429.0,649.58,-0.39,Tamil,17.18,College Students,03-07-2024
NY-CMP-3318,Email,College Students,11.0,Instagram,76945.0,4532.0,1144.0,515.0,105060.0,464.41,-0.56,Bengali,8.05,Tier 2 City Customers,02-11-2024
NY-CMP-3319,SEO,Premium Shoppers,12.0,YouTube,53179.0,3507.0,1093.0,838.0,293300.0,183.95,0.9,Tamil,10.23,Youth,17-10-2024
NY-CMP-3320,Paid Ads,Working Women,,"WhatsApp, Facebook",47071.0,6061.0,2813.0,995.0,268650.0,92.92,1.91,Bengali,20.97,College Students,03-02-2025
NY-CMP-3321,Social Media,College Students,28.0,"Instagram, WhatsApp, Email",83371.0,10878.0,5450.0,3428.0,,52.0,10.37,Tamil,23.7,Youth,06-11-2024
NY-CMP-3322,,Youth,28.0,"Instagram, Google",17161.0,2044.0,616.0,223.0,,255.33,0.77,Tamil,16.8,Tier 2 City Customers,07-04-2025
NY-CMP-3323,Social Media,College Students,29.0,"Email, Google, Instagram",53742.0,5007.0,2586.0,1234.0,683636.0,134.52,3.12,English,16.42,College Students,08-07-2024
NY-CMP-3324,Paid Ads,Premium Shoppers,24.0,"Google, YouTube",80776.0,2274.0,480.0,,226734.0,495.19,0.44,Tamil,3.8,Youth,30-09-2024
NY-CMP-3325,Influencer,Tier 2 City Customers,18.0,"WhatsApp, Email, Instagram",45998.0,5924.0,1850.0,1354.0,534830.0,,3.21,Hindi,,Working Women,17-09-2024
NY-CMP-3326,SEO,College Students,27.0,"WhatsApp, Email, YouTube",45442.0,6327.0,2109.0,1490.0,894000.0,174.57,2.44,English,21.84,College Students,13-09-2024
NY-CMP-3327,Email,Working Women,23.0,"Facebook, WhatsApp, Instagram",31265.0,2370.0,1299.0,479.0,337216.0,,1.19,Bengali,13.27,Working Women,08-07-2024
NY-CMP-3328,Email,Working Women,23.0,"YouTube, Instagram",76703.0,3138.0,1412.0,611.0,379431.0,465.72,0.33,Tamil,6.73,,07-03-2025
NY-CMP-3329,SEO,Working Women,22.0,"Google, YouTube",20827.0,2813.0,917.0,519.0,217980.0,290.38,0.45,Hindi,20.4,Tier 2 City Customers,24-08-2024
NY-CMP-3330,Paid Ads,Premium Shoppers,12.0,Instagram,12082.0,,466.0,336.0,233184.0,434.99,0.6,Tamil,21.4,Tier 2 City Customers,09-07-2024
NY-CMP-3331,SEO,College Students,17.0,,95251.0,6402.0,2957.0,2086.0,1047172.0,91.22,4.5,English,12.02,Premium Shoppers,11-11-2024
NY-CMP-3332,Social Media,,,Google,99183.0,14053.0,5718.0,1757.0,1221115.0,83.84,7.29,Hindi,21.71,Working Women,14-05-2025
NY-CMP-3333,Influencer,Tier 2 City Customers,15.0,"Facebook, YouTube, Email",60157.0,3654.0,1673.0,1129.0,439181.0,261.43,0.49,English,10.73,Youth,14-06-2025
NY-CMP-3334,Social Media,Tier 2 City Customers,20.0,"Email, WhatsApp, Instagram",92753.0,5783.0,3172.0,2254.0,1566530.0,26.3,25.42,English,,Youth,24-07-2024
NY-CMP-3335,Influencer,College Students,16.0,"Google, YouTube",85167.0,7030.0,2748.0,1586.0,1075308.0,185.93,2.65,Hindi,13.34,Working Women,13-04-2025
NY-CMP-3336,Email,Working Women,6.0,"Facebook, Instagram, WhatsApp",98014.0,11741.0,6421.0,3976.0,2158968.0,38.76,13.01,Hindi,22.59,College Students,28-05-2025
NY-CMP-3337,Paid Ads,Working Women,25.0,"Email, Google",35347.0,822.0,479.0,295.0,200895.0,1008.15,-0.32,Hindi,4.52,Tier 2 City Customers,11-07-2024
NY-CMP-3338,SEO,Tier 2 City Customers,,Email,81095.0,8765.0,2098.0,841.0,232957.0,196.66,0.41,English,14.43,College Students,26-07-2024
NY-CMP-3339,Influencer,Youth,14.0,Email,45669.0,4311.0,988.0,461.0,322700.0,603.98,,Tamil,12.61,Tier 2 City Customers,02-02-2025
NY-CMP-3340,SEO,Working Women,17.0,,22640.0,2460.0,858.0,440.0,288640.0,662.75,-0.01,Bengali,16.6,Tier 2 City Customers,28-08-2024
NY-CMP-3341,SEO,College Students,23.0,"Google, Instagram, Email",39119.0,3028.0,1294.0,996.0,670308.0,56.34,10.94,English,13.59,College Students,31-10-2024
NY-CMP-3342,Influencer,Working Women,9.0,"WhatsApp, Google, Facebook",83472.0,11155.0,3381.0,2220.0,643800.0,51.85,4.59,English,20.07,Premium Shoppers,05-03-2025
NY-CMP-3343,Social Media,Tier 2 City Customers,12.0,"Instagram, Google, Facebook",71914.0,5725.0,2647.0,2027.0,597965.0,142.3,1.07,Bengali,14.46,College Students,23-02-2025
NY-CMP-3344,Social Media,Premium Shoppers,17.0,"Email, Google",71859.0,6966.0,2179.0,778.0,189832.0,195.63,0.25,Hindi,13.81,College Students,14-05-2025
NY-CMP-3345,Email,Working Women,14.0,"Facebook, Instagram, Google",98420.0,7059.0,2524.0,1697.0,1298205.0,47.88,14.98,English,11.46,,30-12-2024
NY-CMP-3346,,Youth,6.0,YouTube,64698.0,1906.0,,513.0,131841.0,142.88,0.8,Bengali,5.3,Tier 2 City Customers,02-09-2024
NY-CMP-3347,Paid Ads,Youth,12.0,WhatsApp,45755.0,4976.0,2867.0,1013.0,402161.0,68.16,4.82,English,,College Students,
NY-CMP-3348,Email,Premium Shoppers,26.0,"Instagram, Google, Facebook",56112.0,2728.0,912.0,337.0,259153.0,299.47,1.57,Hindi,7.09,College Students,08-10-2024
NY-CMP-3349,Paid Ads,,19.0,"WhatsApp, Google, Facebook",51093.0,5327.0,2437.0,800.0,348000.0,70.04,5.21,Hindi,16.76,Working Women,29-05-2025
NY-CMP-3350,Paid Ads,Premium Shoppers,15.0,Instagram,43408.0,1956.0,835.0,513.0,161595.0,554.53,-0.43,Bengali,7.61,Working Women,
NY-CMP-3351,Email,Youth,9.0,"YouTube, Facebook",38005.0,2309.0,977.0,432.0,198288.0,647.78,-0.29,English,9.78,Premium Shoppers,27-02-2025
NY-CMP-3352,Paid Ads,Premium Shoppers,16.0,"Email, YouTube, WhatsApp",19343.0,,957.0,687.0,509067.0,227.89,2.25,Tamil,22.55,Premium Shoppers,15-03-2025
NY-CMP-3353,Influencer,Premium Shoppers,,"YouTube, Facebook, Google",34937.0,,1343.0,936.0,453960.0,317.22,0.53,English,,College Students,01-10-2024
NY-CMP-3354,Influencer,College Students,6.0,"Facebook, WhatsApp, Instagram",35093.0,3652.0,2124.0,1326.0,1021020.0,158.65,3.85,Tamil,20.24,Premium Shoppers,09-12-2024
NY-CMP-3355,Social Media,College Students,16.0,Instagram,84095.0,10567.0,5583.0,3083.0,715256.0,,3.5,Bengali,22.87,Youth,08-11-2024
NY-CMP-3356,Influencer,Working Women,23.0,Email,10186.0,382.0,172.0,85.0,,3387.54,-0.87,Bengali,6.27,College Students,24-12-2024
NY-CMP-3357,Paid Ads,Premium Shoppers,17.0,"Email, Google",97488.0,13469.0,6584.0,3676.0,2760676.0,54.91,12.68,Tamil,24.34,Tier 2 City Customers,17-01-2025
NY-CMP-3358,Social Media,College Students,12.0,"Instagram, Facebook, YouTube",39386.0,1313.0,320.0,180.0,52740.0,492.45,-0.41,Bengali,4.6,Working Women,
